,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1991,4.9,,19,,,,,,11.0,,,,2,,Rob Johnson,,36,,52.8,2,225,6.3,rob-johnson-1,17,0,QB,,112.5,,,,,17,0,-22,-1.3,0,,,1991,,,USC,,0,,,-22,-1.3,,,,
1992,6.1,,163,,,,,,12.0,,,,14,,Rob Johnson,,285,,57.2,12,2118,7.4,rob-johnson-1,96,24,QB,,123.7,2.0,39.0,19.5,2.0,94,2,-114,-1.2,4,,,1992,,,USC,,4,,,-75,-0.8,,,,
1993,8.8,,308,,,,,,13.0,,,,6,,Rob Johnson,,449,,68.6,29,3630,8.1,rob-johnson-1,81,6,QB,,155.1,,,,,81,1,-205,-2.5,1,,,1993,,,USC,,1,,,-205,-2.5,,,,
1994,9.2,,186,,,,,,11.0,,,,6,,Rob Johnson,,276,,67.4,15,2499,9.1,rob-johnson-1,67,6,QB,,157.0,,,,,67,1,-235,-3.5,1,,,1994,,,USC,,1,,,-235,-3.5,,,,
Career,8.0,,676,,,,,,,,,,28,,Rob Johnson,,1046,,64.6,58,8472,8.1,rob-johnson-1,261,36,QB,,145.6,2.0,39.0,19.5,2.0,259,4,-576,-2.2,6,,,Career,,,USC,,6,,,-537,-2.1,,,,
