,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2004,6.8,,240,,,,,,12.0,,,,12,,Chad Henne,,399,,60.2,25,2743,6.9,chad-henne-1,55,12,QB,,132.6,,,,,55,2,-137,-2.5,2,,,2004,,,Michigan,,2,,,-137,-2.5,,,,FR
2005,6.9,,223,,,,,,12.0,,,,8,,Chad Henne,,382,,58.4,23,2526,6.6,chad-henne-1,54,6,QB,,129.6,,,,,54,1,25,0.5,1,,,2005,,,Michigan,,1,,,25,0.5,,,,SO
2006,7.9,0.0,203,,,,,,13.0,,,,8,,Chad Henne,,328,,61.9,22,2508,7.6,chad-henne-1,47,0,QB,,143.4,,,,,47,0,-83,-1.8,0,0.0,,2006,2.0,0.0,Michigan,2.0,0,,,-83,-1.8,,,,JR
2007,6.7,0.0,162,,,,,,10.0,,,,9,,Chad Henne,,278,,58.3,17,1938,7.0,chad-henne-1,24,0,QB,,130.5,,,,,24,0,-120,-5.0,0,0.0,,2007,1.0,0.0,Michigan,1.0,0,,,-120,-5.0,,,,SR
Career,7.1,0.0,828,,,,,,,,,,37,,Chad Henne,,1387,,59.7,87,9715,7.0,chad-henne-1,180,18,QB,,133.9,,,,,180,3,-315,-1.8,3,0.0,,Career,3.0,0.0,Michigan,3.0,3,,,-315,-1.8,,,,
