,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1982,6.9,,200,,,,,,11.0,,,,12,,Randall Cunningham,,381,,52.5,17,2847,7.5,randall-cunningham-1,94,18,QB,,123.7,,,,,94,3,61,0.6,3,,,1982,,,UNLV,,3,,,61,0.6,,,,
1983,8.1,,189,,,,,,11.0,,,,8,,Randall Cunningham,,316,,59.8,18,2545,8.1,randall-cunningham-1,106,18,QB,,141.2,,,,,106,3,133,1.3,3,,,1983,,,UNLV,,3,,,133,1.3,,,,
1984,8.2,,225,,,,,,13.0,,,,10,,Randall Cunningham,,360,,62.5,26,2898,8.1,randall-cunningham-1,105,18,QB,,148.4,,,,,105,3,29,0.3,3,,,1984,,,UNLV,,3,,,29,0.3,,,,
Career,7.7,,614,,,,,,,,,,30,,Randall Cunningham,,1057,,58.1,61,8290,7.8,randall-cunningham-1,305,54,QB,,137.3,,,,,305,9,223,0.7,9,,,Career,,,UNLV,,9,,,223,0.7,,,,
