,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2011,10.8,,3,,,,,,6.0,6-3,,,0,,Bryce Petty,,4,,75.0,0,43,10.8,bryce-petty-1,4,0,QB,,165.3,,,,,4,0,15,3.8,0,,,2011,,,Baylor,,0,,230,15,3.8,,,,FR
2012,11.7,,7,,,,,,6.0,6-3,,,0,,Bryce Petty,,10,,70.0,1,97,9.7,bryce-petty-1,10,6,QB,,184.5,,,,,10,1,13,1.3,1,,,2012,,,Baylor,,1,,230,13,1.3,,,,SO
2013,11.7,,250,0.0,0.0,,,,13.0,6-3,,,3,0.0,Bryce Petty,,403,,62.0,32,4200,10.4,bryce-petty-1,94,84,QB,0.0,174.3,0.0,0.0,,0.0,94,14,209,2.2,14,,,2013,,,Baylor,,14,,230,209,2.2,,,,JR
2014,9.6,,270,0.0,0.0,,,,12.0,6-3,,,7,0.0,Bryce Petty,,428,,63.1,29,3855,9.0,bryce-petty-1,84,36,QB,0.0,157.8,0.0,0.0,,0.0,84,6,101,1.2,6,,,2014,,,Baylor,,6,,230,101,1.2,,,,SR
Career,10.6,,530,0.0,0.0,,,,,6-3,,,10,0.0,Bryce Petty,,845,,62.7,62,8195,9.7,bryce-petty-1,192,126,QB,0.0,166.0,0.0,0.0,,0.0,192,21,338,1.8,21,,,Career,,,Baylor,,21,,230,338,1.8,,,,
