,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1997,5.9,,7,,,,,,3.0,,,,1,,Chris Weinke,,13,,53.8,2,82,6.3,chris-weinke-1,2,0,QB,,142.2,,,,,2,0,8,4.0,0,,,1997,,,Florida State,,0,,,8,4.0,,,,
1998,9.1,,145,,,,,,10.0,,,,6,,Chris Weinke,,286,,50.7,19,2487,8.7,chris-weinke-1,47,6,QB,,141.5,,,,,47,1,-168,-3.6,1,,,1998,,,Florida State,,1,,,-168,-3.6,,,,
1999,7.9,,232,,,,,,11.0,,,,14,,Chris Weinke,,377,,61.5,25,3103,8.2,chris-weinke-1,31,0,QB,,145.1,,,,,31,0,-109,-3.5,0,,,1999,,,Florida State,,0,,,-109,-3.5,,,,
2000,10.1,,266,,,,,,12.0,,,,11,,Chris Weinke,,431,,61.7,33,4167,9.7,chris-weinke-1,30,6,QB,,163.1,,,,,30,1,-97,-3.2,1,,,2000,,,Florida State,,1,,,-97,-3.2,,,,SR
Career,9.0,,650,,,,,,,,,,32,,Chris Weinke,,1107,,58.7,79,9839,8.9,chris-weinke-1,110,12,QB,,151.1,,,,,110,2,-366,-3.3,2,,,Career,,,Florida State,,2,,,-366,-3.3,,,,
