,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2011,10.2,,8,,,,,,5.0,6-5,,,0,,Zach Mettenberger,,11,,72.7,1,92,8.4,zach-mettenberger-1,2,,QB,,173.0,,,,,2,0,28,14.0,0,,,2011,,,LSU,,,,235,28,14.0,,,,SO
2012,7.2,,207,,,,,,13.0,6-5,,,7,,Zach Mettenberger,,352,,58.8,12,2609,7.4,zach-mettenberger-1,47,,QB,,128.3,,,,,47,0,-208,-4.4,0,,,2012,,,LSU,,,,235,-208,-4.4,,,,JR
2013,10.7,,192,,,,,,12.0,6-5,,,8,,Zach Mettenberger,,296,,64.9,22,3082,10.4,zach-mettenberger-1,34,,QB,,171.4,0.0,0.0,,0.0,34,0,-133,-3.9,0,,,2013,,,LSU,,,,235,-133,-3.9,,,,SR
Career,8.8,,407,,,,,,,6-5,,,15,,Zach Mettenberger,,659,,61.8,35,5783,8.8,zach-mettenberger-1,83,,QB,,148.4,0.0,0.0,,0.0,83,0,-313,-3.8,0,,,Career,,,LSU,,,,235,-313,-3.8,,,,
