,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2015,8.5,,210,0,0,,,,13.0,6-4,,,10,0,DeShone Kizer,,334,,62.9,21,2880,8.6,deshone-kizer-1,135,60,QB,0,150.1,0,0,,0,135,10,525,3.9,10,,,2015,,,Notre Dame,,10,,233,525,3.9,,,,SO
2016,8.4,,212,0,0,,,,12.0,6-4,,,9,0,DeShone Kizer,,361,,58.7,26,2925,8.1,deshone-kizer-1,130,48,QB,0,145.6,0,4,4.0,1,129,8,472,3.7,8,,,2016,,,Notre Dame,,8,,233,476,3.7,,,,JR
Career,8.5,,422,0,0,,,,,6-4,,,19,0,DeShone Kizer,,695,,60.7,47,5805,8.4,deshone-kizer-1,265,108,QB,0,147.7,0,4,4.0,1,264,18,997,3.8,18,,,Career,,,Notre Dame,,18,,233,1001,3.8,,,,
