,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1997,0.7,,5,,,,,,4.0,,,,1,,David Carr,,11,,45.5,0,53,4.8,david-carr-1,5,0,QB,,67.7,,,,,5,0,-21,-4.2,0,,,1997,,,Fresno State,,0,,,-21,-4.2,,,,
1998,5.0,,22,,,,,,7.0,,,,1,,David Carr,,41,,53.7,1,228,5.6,david-carr-1,13,0,QB,,103.5,,,,,13,0,-31,-2.4,0,,,1998,,,Fresno State,,0,,,-31,-2.4,,,,
2000,7.0,,194,,,,,,11.0,,,,11,,David Carr,,316,,61.4,18,2338,7.4,david-carr-1,65,24,QB,,135.4,,,,,65,4,80,1.2,4,,,2000,,,Fresno State,,4,,,80,1.2,,,,JR
2001,10.0,,344,,,,,,14.0,,,,9,,David Carr,,533,,64.5,46,4839,9.1,david-carr-1,94,30,QB,,165.9,,,,,94,5,67,0.7,5,,,2001,,,Fresno State,,5,,,67,0.7,,,,SR
Career,8.6,,565,,,,,,,,,,22,,David Carr,,901,,62.7,65,7458,8.3,david-carr-1,177,54,QB,,151.2,,,,,177,9,95,0.5,9,,,Career,,,Fresno State,,9,,,95,0.5,,,,
