,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2003,5.1,,73,,,,,,8.0,,,,5,,John Beck,,145,,50.3,5,864,6.0,john-beck-1,54,6,QB,,104.9,,,,,54,1,21,0.4,1,,,2003,,,Brigham Young,,1,,,21,0.4,,,,FR
2004,7.3,,192,,,,,,11.0,,,,8,,John Beck,,343,,56.0,15,2563,7.5,john-beck-1,90,0,QB,,128.5,,,,,90,0,-36,-0.4,0,,,2004,,,Brigham Young,,0,,,-36,-0.4,,,,SO
2005,7.1,1.0,331,,,,,,12.0,,,,13,,John Beck,,513,,64.5,27,3709,7.2,john-beck-1,74,12,QB,,137.6,0.0,3.0,3.0,1.0,73,2,61,0.8,2,0.0,,2005,0.0,0.0,Brigham Young,1.0,2,,,64,0.9,,,,JR
2006,10.0,0.0,289,,,,,,12.0,,,,8,,John Beck,,417,,69.3,32,3885,9.3,john-beck-1,50,36,QB,,169.1,,,,,50,6,-8,-0.2,6,0.0,,2006,1.0,0.0,Brigham Young,1.0,6,,,-8,-0.2,,,,SR
Career,7.8,1.0,885,,,,,,,,,,34,,John Beck,,1418,,62.4,79,11021,7.8,john-beck-1,268,54,QB,,141.3,0.0,3.0,3.0,1.0,267,9,38,0.1,9,0.0,,Career,1.0,0.0,Brigham Young,2.0,9,,,41,0.2,,,,
