,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1975,4.4,,48,,,,,,8.0,,,,2,,Warren Moon,,122,,39.3,2,587,4.8,warren-moon-1,60,12,QB,,81.9,,,,,60,2,94,1.6,2,,,1975,,,Washington,,2,,,94,1.6,,,,
1976,4.9,,81,,,,,,11.0,,,,8,,Warren Moon,,175,,46.3,6,1106,6.3,warren-moon-1,81,6,QB,,101.5,0.0,17.0,17.0,1.0,80,1,69,0.9,1,,,1976,,,Washington,,1,,,86,1.1,,,,
1977,7.5,,113,,,,,,11.0,,,,7,,Warren Moon,,199,,56.8,11,1584,8.0,warren-moon-1,99,36,QB,,134.9,,,,,99,6,266,2.7,6,,,1977,,,Washington,,6,,,266,2.7,,,,
Career,5.8,,242,,,,,,,,,,17,,Warren Moon,,496,,48.8,19,3277,6.6,warren-moon-1,240,54,QB,,110.1,0.0,17.0,17.0,1.0,239,9,429,1.8,9,,,Career,,,Washington,,9,,,446,1.9,,,,
