,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1988,6.9,,4,,,,,,3.0,,,,0,,Jeff Blake,,9,,44.4,0,62,6.9,jeff-blake-2,2,0,QB,,102.3,,,,,2,0,-8,-4.0,0,,,1988,,,East Carolina,,0,,,-8,-4.0,,,,
1989,6.2,,37,,,,,,11.0,,,,2,,Jeff Blake,,71,,52.1,2,488,6.9,jeff-blake-2,15,6,QB,,113.5,,,,,15,1,-41,-2.7,1,,,1989,,,East Carolina,,1,,,-41,-2.7,,,,
1990,6.0,,116,,,,,,11.0,,,,10,,Jeff Blake,,219,,53.0,13,1510,6.9,jeff-blake-2,119,24,QB,,121.3,0.0,-3.0,-3.0,1.0,118,4,414,3.5,4,,,1990,,,East Carolina,,4,,,411,3.5,,,,
1991,8.9,,203,,,,,,11.0,,,,8,,Jeff Blake,,368,,55.2,28,3073,8.4,jeff-blake-2,78,18,QB,,146.1,0.0,-7.0,-7.0,1.0,77,3,109,1.4,3,,,1991,,,East Carolina,,3,,,102,1.3,,,,
Career,7.6,,360,,,,,,,,,,20,,Jeff Blake,,667,,54.0,43,5133,7.7,jeff-blake-2,214,48,QB,,133.9,0.0,-10.0,-5.0,2.0,212,8,474,2.2,8,,,Career,,,East Carolina,,8,,,464,2.2,,,,
