,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1990,4.2,,182,,,,,,11.0,,,,21,,Glenn Foley,,349,,52.1,11,2189,6.3,glenn-foley-1,52,,QB,,103.2,0.0,-4.0,-4.0,1.0,51,0,-66,-1.3,0,,,1990,,,Boston College,,,,,-70,-1.3,,,,
1991,6.3,,153,,,,,,11.0,,,,17,,Glenn Foley,,298,,51.3,21,2222,7.5,glenn-foley-1,54,,QB,,125.8,,,,,54,0,-104,-1.9,0,,,1991,,,Boston College,,,,,-104,-1.9,,,,
1992,7.5,,146,,,,,,11.0,,,,12,,Glenn Foley,,265,,55.1,15,2231,8.4,glenn-foley-1,35,,QB,,135.4,,,,,35,0,-106,-3.0,0,,,1992,,,Boston College,,,,,-106,-3.0,,,,
1993,9.5,,222,,,,,,11.0,,,,10,,Glenn Foley,,363,,61.2,25,3397,9.4,glenn-foley-1,26,,QB,,157.0,,,,,26,0,-44,-1.7,0,,,1993,,,Boston College,,,,,-44,-1.7,,,,
Career,6.9,,703,,,,,,,,,,60,,Glenn Foley,,1275,,55.1,72,10039,7.9,glenn-foley-1,167,,QB,,130.5,0.0,-4.0,-4.0,1.0,166,0,-320,-1.9,0,,,Career,,,Boston College,,,,,-324,-1.9,,,,
