,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2004,8.7,,66,,,,,,11.0,,,,2,,Brian Brohm,,98,,67.3,6,819,8.4,brian-brohm-1,27,12,QB,,153.7,,,,,27,2,81,3.0,2,,,2004,,,Louisville,,2,,,81,3.0,,,,FR
2005,10.1,0.0,207,,,,,,10.0,,,,5,,Brian Brohm,,301,,68.8,19,2883,9.6,brian-brohm-1,42,24,QB,,166.7,0.0,8.0,8.0,1.0,41,4,-36,-0.9,4,0.0,,2005,1.0,0.0,Louisville,1.0,4,,,-28,-0.7,,,,SO
2006,10.0,,199,,,,,,11.0,,,,5,,Brian Brohm,,313,,63.6,16,3049,9.7,brian-brohm-1,47,0,QB,,159.1,,,,,47,0,45,1.0,0,,,2006,,,Louisville,,0,,,45,1.0,,,,JR
2007,8.6,,308,,,,,,12.0,,,,12,,Brian Brohm,,473,,65.1,30,4024,8.5,brian-brohm-1,58,18,QB,,152.4,0.0,-7.0,-7.0,1.0,57,3,-46,-0.8,3,,,2007,,,Louisville,,3,,,-53,-0.9,,,,SR
Career,9.4,0.0,780,,,,,,,,,,24,,Brian Brohm,,1185,,65.8,71,10775,9.1,brian-brohm-1,174,54,QB,,157.9,0.0,1.0,0.5,2.0,172,9,44,0.3,9,0.0,,Career,1.0,0.0,Louisville,1.0,9,,,45,0.3,,,,
