,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1996,7.9,,108,,,,,,11.0,,,,5,,Brock Huard,,217,,49.8,13,1678,7.7,brock-huard-1,39,12,QB,,129.9,,,,,39,2,12,0.3,2,,,1996,,,Washington,,2,,,12,0.3,,,,
1997,8.8,,146,,,,,,10.0,,,,10,,Brock Huard,,244,,59.8,23,2140,8.8,brock-huard-1,31,6,QB,,156.4,,,,,31,1,-82,-2.6,1,,,1997,,,Washington,,1,,,-82,-2.6,,,,
1998,5.3,,168,,,,,,9.0,,,,12,,Brock Huard,,315,,53.3,15,1924,6.1,brock-huard-1,44,0,QB,,112.7,,,,,44,0,31,0.7,0,,,1998,,,Washington,,0,,,31,0.7,,,,
Career,7.1,,422,,,,,,,,,,27,,Brock Huard,,776,,54.4,51,5742,7.4,brock-huard-1,114,18,QB,,131.3,,,,,114,3,-39,-0.3,3,,,Career,,,Washington,,3,,,-39,-0.3,,,,
