,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1981,-7.8,,4,,,,,,12.0,,,,4,,Steve Bono,,17,,23.5,0,47,2.8,steve-bono-1,9,6,QB,,-0.3,,,,,9,1,16,1.8,1,,,1981,,,UCLA,,1,,,16,1.8,,,,
1983,10.6,,33,,,,,,12.0,,,,1,,Steve Bono,,48,,68.8,3,495,10.3,steve-bono-1,30,6,QB,,171.8,,,,,30,1,37,1.2,1,,,1983,,,UCLA,,1,,,37,1.2,,,,
1984,5.5,,118,,,,,,11.0,,,,6,,Steve Bono,,218,,54.1,7,1333,6.1,steve-bono-1,57,6,QB,,110.6,0.0,-5.0,-5.0,1.0,56,1,25,0.4,1,,,1984,,,UCLA,,1,,,20,0.4,,,,
Career,5.6,,155,,,,,,,,,,11,,Steve Bono,,283,,54.8,10,1875,6.6,steve-bono-1,96,18,QB,,114.3,0.0,-5.0,-5.0,1.0,95,3,78,0.8,3,,,Career,,,UCLA,,3,,,73,0.8,,,,
