,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1999,-11.3,,0,,,,,,1.0,,,,1,,Cody Pickett,,4,,0.0,0,0,0.0,cody-pickett-1,0,0,QB,,-50.0,,,,,,,,,0,,,1999,,,Washington,,0,,,0,,,,,
2000,6.0,,1,,,,,,2.0,,,,0,,Cody Pickett,,2,,50.0,0,12,6.0,cody-pickett-1,0,0,QB,,100.4,,,,,,,,,0,,,2000,,,Washington,,0,,,0,,,,,FR
2001,6.6,,169,,,,,,10.0,,,,14,,Cody Pickett,,301,,56.1,10,2403,8.0,cody-pickett-1,84,30,QB,,124.9,0.0,-11.0,-11.0,1.0,83.0,5.0,60.0,0.7,5,,,2001,,,Washington,,5,,,49,0.6,,,,SO
2002,7.2,,365,,,,,,13.0,,,,14,,Cody Pickett,,612,,59.6,28,4458,7.3,cody-pickett-1,87,18,QB,,131.4,0.0,-8.0,-8.0,1.0,86.0,3.0,-185.0,-2.2,3,,,2002,,,Washington,,3,,,-193,-2.2,,,,JR
2003,6.1,,257,,,,,,12.0,,,,13,,Cody Pickett,,454,,56.6,15,3043,6.7,cody-pickett-1,80,18,QB,,118.1,,,,,80.0,3.0,-61.0,-0.8,3,,,2003,,,Washington,,3,,,-61,-0.8,,,,SR
Career,6.6,,792,,,,,,,,,,42,,Cody Pickett,,1373,,57.7,53,9916,7.2,cody-pickett-1,251,66,QB,,125.0,0.0,-19.0,-9.5,2.0,249.0,11.0,-186.0,-0.7,11,,,Career,,,Washington,,11,,,-205,-0.8,,,,
