,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2009,5.8,,32,,,,,,5.0,,,,1,,Geno Smith,,49,,65.3,1,309,6.3,geno-smith-1,17,0,QB,,120.9,,,,,17,0,7,0.4,0,,,2009,,,West Virginia,,0,,,7,0.4,,,,FR
2010,7.9,1.0,241,,,0.0,0.0,,13.0,,,,7,,Geno Smith,,372,0.0,64.8,24,2763,7.4,geno-smith-1,106,0,QB,,144.7,,,,,106,0,217,2.0,0,0.0,,2010,0.0,0.0,West Virginia,1.0,0,,,217,2.0,,,,SO
2011,8.9,0.0,346,,,0.0,0.0,,13.0,,,,7,,Geno Smith,,526,0.0,65.8,31,4385,8.3,geno-smith-1,56,12,QB,,152.6,,,,,56,2,-33,-0.6,2,0.0,,2011,0.0,0.0,West Virginia,0.0,2,,,-33,-0.6,,,,JR
2012,9.2,0.0,369,,,,,,13.0,,,,6,,Geno Smith,,518,,71.2,42,4205,8.1,geno-smith-1,66,12,QB,,163.9,,,,,66,2,151,2.3,2,0.0,,2012,1.0,0.0,West Virginia,1.0,2,,,151,2.3,,,,SR
Career,8.7,1.0,988,,,0.0,0.0,,,,,,21,,Geno Smith,,1465,0.0,67.4,98,11662,8.0,geno-smith-1,245,24,QB,,153.5,,,,,245,4,342,1.4,4,0.0,,Career,1.0,0.0,West Virginia,2.0,4,,,342,1.4,,,,
