,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1995,7.0,,22,,,,,,7.0,,,,2,,Scott Covington,,42,,52.4,3,324,7.7,scott-covington-1,9,0,QB,,131.2,,,,,9,0,-20,-2.2,0,,,1995,,,Miami (FL),,0,,,-20,-2.2,,,,
1996,6.6,,73,,,,,,8.0,,,,4,,Scott Covington,,125,,58.4,4,919,7.4,scott-covington-1,13,6,QB,,124.3,,,,,13,1,-30,-2.3,1,,,1996,,,Miami (FL),,1,,,-30,-2.3,,,,
1997,4.6,,27,,,,,,9.0,,,,1,,Scott Covington,,60,,45.0,0,318,5.3,scott-covington-1,13,6,QB,,86.2,,,,,13,1,-3,-0.2,1,,,1997,,,Miami (FL),,1,,,-3,-0.2,,,,
1998,8.6,,159,,,,,,11.0,,,,8,,Scott Covington,,270,,58.9,19,2301,8.5,scott-covington-1,45,0,QB,,147.8,,,,,45,0,-192,-4.3,0,,,1998,,,Miami (FL),,0,,,-192,-4.3,,,,
Career,7.5,,281,,,,,,,,,,15,,Scott Covington,,497,,56.5,26,3862,7.8,scott-covington-1,80,12,QB,,133.0,,,,,80,2,-245,-3.1,2,,,Career,,,Miami (FL),,2,,,-245,-3.1,,,,
