,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2008,7.1,0,261,,,,,,13.0,,,,8,,Austin Davis,,454,,57.5,23,3128,6.9,austin-davis-1,155,54,QB,,128.6,,,,,155,9,508,3.3,9,0.0,,2008,6,0.0,Southern Mississippi,6,9,,,508,3.3,,,,FR
2009,8.2,3,108,,,,,,6.0,,1.0,0.0,2,,Austin Davis,,156,,69.2,10,1165,7.5,austin-davis-1,50,12,QB,,150.6,,,,,50,2,63,1.3,2,0.0,,2009,8,0.0,Southern Mississippi,11,2,,,63,1.3,,11.0,11.0,SO
2010,7.3,0,278,,,0.0,0.0,,13.0,,,,6,,Austin Davis,,442,0.0,62.9,20,3103,7.0,austin-davis-1,146,66,QB,,134.1,1.0,17.0,17.0,1.0,145,10,452,3.1,11,0.0,,2010,0,0.0,Southern Mississippi,0,11,,,469,3.2,,,,JR
2011,7.6,0,286,,,0.0,0.0,,14.0,,,,11,,Austin Davis,,475,0.0,60.2,30,3496,7.4,austin-davis-1,111,24,QB,,138.2,0.0,8.0,8.0,1.0,110,4,352,3.2,4,0.0,,2011,2,0.0,Southern Mississippi,2,4,,,360,3.2,,,,SR
Career,7.4,3,933,,,0.0,0.0,,,,1.0,0.0,27,,Austin Davis,,1527,0.0,61.1,83,10892,7.1,austin-davis-1,462,156,QB,,135.4,1.0,25.0,12.5,2.0,460,25,1375,3.0,26,0.0,,Career,16,0.0,Southern Mississippi,19,26,,,1400,3.0,,11.0,11.0,
