,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1982,8.3,,5,,,,,,11.0,,,,0,,Vinny Testaverde,,12,,41.7,1,79,6.6,vinny-testaverde-1,3,0,QB,,124.5,,,,,3,0,-10,-3.3,0,,,1982,,,Miami (FL),,0,,,-10,-3.3,,,,
1984,4.1,,17,,,,,,12.0,,,,1,,Vinny Testaverde,,34,,50.0,0,184,5.4,vinny-testaverde-1,8,0,QB,,89.6,,,,,8,0,-49,-6.1,0,,,1984,,,Miami (FL),,0,,,-49,-6.1,,,,
1985,8.5,,216,,,,,,11.0,,,,15,,Vinny Testaverde,,352,,61.4,21,3238,9.2,vinny-testaverde-1,68,24,QB,,149.8,,,,,68,4,-158,-2.3,4,,,1985,,,Miami (FL),,4,,,-158,-2.3,,,,
1986,9.7,,175,,,,,,11.0,,,,9,,Vinny Testaverde,,276,,63.4,26,2557,9.3,vinny-testaverde-1,47,24,QB,,165.8,0.0,13.0,13.0,1.0,46,4,-103,-2.2,4,,,1986,,,Miami (FL),,4,,,-90,-1.9,,,,
Career,8.7,,413,,,,,,,,,,25,,Vinny Testaverde,,674,,61.3,48,6058,9.0,vinny-testaverde-1,126,48,QB,,152.9,0.0,13.0,13.0,1.0,125,8,-320,-2.6,8,,,Career,,,Miami (FL),,8,,,-307,-2.4,,,,
