,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1988,4.3,,8,,,,,,11.0,,,,1,,Brad Johnson,,13,,61.5,1,81,6.2,brad-johnson-2,1,0,QB,,123.9,,,,,1,0,7,7.0,0,,,1988,,,Florida State,,0,,,7,7.0,,,,
1989,5.6,,7,,,,,,11.0,,,,0,,Brad Johnson,,12,,58.3,0,67,5.6,brad-johnson-2,3,0,QB,,105.2,,,,,3,0,-11,-3.7,0,,,1989,,,Florida State,,0,,,-11,-3.7,,,,
1990,6.6,,109,,,,,,11.0,,,,5,,Brad Johnson,,163,,66.9,8,1136,7.0,brad-johnson-2,21,12,QB,,135.5,,,,,21,2,6,0.3,2,,,1990,,,Florida State,,2,,,6,0.3,,,,
1991,7.0,,37,,,,,,12.0,,,,3,,Brad Johnson,,61,,60.7,5,462,7.6,brad-johnson-2,10,0,QB,,141.5,,,,,10,0,52,5.2,0,,,1991,,,Florida State,,0,,,52,5.2,,,,
Career,6.5,,161,,,,,,,,,,9,,Brad Johnson,,249,,64.7,14,1746,7.0,brad-johnson-2,35,12,QB,,134.9,,,,,35,2,54,1.5,2,,,Career,,,Florida State,,2,,,54,1.5,,,,
