,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1996,5.8,,190,,,,,,11.0,,,,12,,Chad Hutchinson,,312,,60.9,10,2134,6.8,chad-hutchinson-1,57,0,QB,,121.2,,,,,57,0,-235,-4.1,0,,,1996,,,Stanford,,0,,,-235,-4.1,,,,
1997,5.9,,189,,,,,,11.0,,,,10,,Chad Hutchinson,,315,,60.0,10,2101,6.7,chad-hutchinson-1,61,6,QB,,120.2,,,,,61,1,-216,-3.5,1,,,1997,,,Stanford,,1,,,-216,-3.5,,,,
Career,5.8,,379,,,,,,,,,,22,,Chad Hutchinson,,627,,60.4,20,4235,6.8,chad-hutchinson-1,118,6,QB,,120.7,,,,,118,1,-451,-3.8,1,,,Career,,,Stanford,,1,,,-451,-3.8,,,,
