,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1992,7.8,,9,,,,,,11.0,,,,0,,Danny Kanell,,20,,45.0,1,135,6.8,danny-kanell-1,6,0,QB,,118.2,,,,,6,0,-19,-3.2,0,,,1992,,,Florida State,,0,,,-19,-3.2,,,,
1993,13.0,,36,,,,,,12.0,,,,0,,Danny Kanell,,49,,73.5,7,499,10.2,danny-kanell-1,3,0,QB,,206.2,,,,,3,0,-9,-3.0,0,,,1993,,,Florida State,,0,,,-9,-3.0,,,,
1994,6.7,,227,,,,,,11.0,,,,13,,Danny Kanell,,380,,59.7,17,2781,7.3,danny-kanell-1,27,6,QB,,129.1,,,,,27,1,-127,-4.7,1,,,1994,,,Florida State,,1,,,-127,-4.7,,,,
1995,7.5,,257,,,,,,11.0,,,,13,,Danny Kanell,,402,,63.9,32,2957,7.4,danny-kanell-1,20,0,QB,,145.5,0.0,-3.0,-3.0,1.0,19,0,-41,-2.2,0,,,1995,,,Florida State,,0,,,-44,-2.2,,,,
Career,7.5,,529,,,,,,,,,,26,,Danny Kanell,,851,,62.2,57,6372,7.5,danny-kanell-1,56,6,QB,,141.1,0.0,-3.0,-3.0,1.0,55,1,-196,-3.6,1,,,Career,,,Florida State,,1,,,-199,-3.6,,,,
