,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1998,5.5,,19,,,,,,7.0,,,,1,,Drew Henson,,45,,42.2,3,233,5.2,drew-henson-1,7,6,QB,,103.3,,,,,7,1,66,9.4,1,,,1998,,,Michigan,,1,,,66,9.4,,,,
1999,5.8,,46,,,,,,9.0,,,,2,,Drew Henson,,89,,51.7,3,546,6.1,drew-henson-1,27,6,QB,,109.8,0.0,23.0,23.0,1.0,26,1,-22,-0.8,1,,,1999,,,Michigan,,1,,,1,0.0,,,,
2000,9.2,,131,,,,,,8.0,,,,4,,Drew Henson,,217,,60.4,16,1852,8.5,drew-henson-1,27,12,QB,,152.7,,,,,27,2,30,1.1,2,,,2000,,,Michigan,,2,,,30,1.1,,,,JR
Career,7.9,,196,,,,,,,,,,7,,Drew Henson,,351,,55.8,22,2631,7.5,drew-henson-1,61,24,QB,,135.5,0.0,23.0,23.0,1.0,60,4,74,1.2,4,,,Career,,,Michigan,,4,,,97,1.6,,,,
