,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1986,2.5,,1,,,,,,11.0,,,,0,,Steve Walsh,,2,,50.0,0,5,2.5,steve-walsh-1,0,0,QB,,71.0,,,,,,,,,0,,,1986,,,Miami (FL),,0,,,0,,,,,
1987,7.8,,176,,,,,,11.0,,,,7,,Steve Walsh,,298,,59.1,19,2249,7.5,steve-walsh-1,33,6,QB,,138.8,,,,,33.0,1.0,-8.0,-0.2,1,,,1987,,,Miami (FL),,1,,,-8,-0.2,,,,
1988,8.1,,233,,,,,,11.0,,,,12,,Steve Walsh,,390,,59.7,29,3115,8.0,steve-walsh-1,15,0,QB,,145.2,,,,,15.0,0.0,-33.0,-2.2,0,,,1988,,,Miami (FL),,0,,,-33,-2.2,,,,
Career,7.9,,410,,,,,,,,,,19,,Steve Walsh,,690,,59.4,48,5369,7.8,steve-walsh-1,48,6,QB,,142.2,,,,,48.0,1.0,-41.0,-0.9,1,,,Career,,,Miami (FL),,1,,,-41,-0.9,,,,
