,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1997,-5.3,,4,,,,,,4.0,,,,2,,Sage Rosenfels,,10,,40.0,0,37,3.7,sage-rosenfels-1,2,0,QB,,31.1,,,,,2,0,20,10.0,0,,,1997,,,Iowa State,,0,,,20,10.0,,,,
1998,0.3,,3,,,,,,4.0,,,,1,,Sage Rosenfels,,9,,33.3,0,48,5.3,sage-rosenfels-1,4,0,QB,,55.9,,,,,4,0,34,8.5,0,,,1998,,,Iowa State,,0,,,34,8.5,,,,
1999,6.3,,127,,,,,,11.0,,,,11,,Sage Rosenfels,,235,,54.0,10,1781,7.6,sage-rosenfels-1,80,24,QB,,122.4,,,,,80,4,225,2.8,4,,,1999,,,Iowa State,,4,,,225,2.8,,,,
2000,5.8,,172,,,,,,11.0,,,,12,,Sage Rosenfels,,333,,51.7,8,2298,6.9,sage-rosenfels-1,78,60,QB,,110.3,,,,,78,10,381,4.9,10,,,2000,,,Iowa State,,10,,,381,4.9,,,,SR
Career,5.7,,306,,,,,,,,,,26,,Sage Rosenfels,,587,,52.1,18,4164,7.1,sage-rosenfels-1,164,84,QB,,113.0,,,,,164,14,660,4.0,14,,,Career,,,Iowa State,,14,,,660,4.0,,,,
