,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1998,9.4,,3,,,,,,3.0,,,,0,,Patrick Ramsey,,5,,60.0,1,27,5.4,patrick-ramsey-1,4,0,QB,,171.4,,,,,4,0,-5,-1.3,0,,,1998,,,Tulane,,0,,,-5,-1.3,,,,
1999,5.5,,310,,,,,,11.0,,,,24,,Patrick Ramsey,,513,,60.4,25,3410,6.6,patrick-ramsey-1,64,6,QB,,123.0,,,,,64,1,-61,-1.0,1,,,1999,,,Tulane,,1,,,-61,-1.0,,,,
2000,6.9,,229,,,,,,10.0,,,,14,,Patrick Ramsey,,389,,58.9,24,2833,7.3,patrick-ramsey-1,39,12,QB,,133.2,,,,,39,2,53,1.4,2,,,2000,,,Tulane,,2,,,53,1.4,,,,JR
2001,6.2,,256,,,,,,11.0,,,,13,,Patrick Ramsey,,448,,57.1,22,2935,6.6,patrick-ramsey-1,45,6,QB,,122.6,,,,,45,1,-115,-2.6,1,,,2001,,,Tulane,,1,,,-115,-2.6,,,,SR
Career,6.2,,798,,,,,,,,,,51,,Patrick Ramsey,,1355,,58.9,72,9205,6.8,patrick-ramsey-1,152,24,QB,,126.0,,,,,152,4,-128,-0.8,4,,,Career,,,Tulane,,4,,,-128,-0.8,,,,
