,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1987,7.7,,109,,,,,,12.0,,,,4,,Scott Mitchell,,188,,58.0,9,1448,7.7,scott-mitchell-2,21,6,QB,,134.2,,,,,21,1,-44,-2.1,1,,,1987,,,Utah,,1,,,-44,-2.1,,,,
1988,7.9,,323,,,,,,11.0,,,,15,,Scott Mitchell,,533,,60.6,29,4322,8.1,scott-mitchell-2,56,0,QB,,141.0,,,,,56,0,-23,-0.4,0,,,1988,,,Utah,,0,,,-23,-0.4,,,,
1989,6.7,,237,,,,,,12.0,,,,19,,Scott Mitchell,,444,,53.4,31,3211,7.2,scott-mitchell-2,65,12,QB,,128.6,0.0,0.0,0.0,1.0,64,2,-78,-1.2,2,,,1989,,,Utah,,2,,,-78,-1.2,,,,
Career,7.4,,669,,,,,,,,,,38,,Scott Mitchell,,1165,,57.4,69,8981,7.7,scott-mitchell-2,142,18,QB,,135.2,0.0,0.0,0.0,1.0,141,3,-145,-1.0,3,,,Career,,,Utah,,3,,,-145,-1.0,,,,
