,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2006,5.4,,108,,,,,,12.0,,,,8,,Rusty Smith,,194,,55.7,6,1285,6.6,rusty-smith-1,26,0,QB,,113.3,0.0,7.0,7.0,1.0,25,0,-110,-4.4,0,,,2006,,,Florida Atlantic,,0,,,-103,-4.0,,,,FR
2007,8.2,,281,,,,,,13.0,,,,9,,Rusty Smith,,479,,58.7,32,3688,7.7,rusty-smith-1,39,12,QB,,141.6,,,,,39,2,-116,-3.0,2,,,2007,,,Florida Atlantic,,2,,,-116,-3.0,,,,SO
2008,7.1,,234,,,,,,13.0,,,,14,,Rusty Smith,,435,,53.8,24,3224,7.4,rusty-smith-1,37,12,QB,,127.8,,,,,37,2,-82,-2.2,2,,,2008,,,Florida Atlantic,,2,,,-82,-2.2,,,,JR
2009,7.8,,145,,,,,,7.0,,,,5,,Rusty Smith,,253,,57.3,14,1915,7.6,rusty-smith-1,14,6,QB,,135.2,,,,,14,1,-27,-1.9,1,,,2009,,,Florida Atlantic,,1,,,-27,-1.9,,,,SR
Career,7.4,,768,,,,,,,,,,36,,Rusty Smith,,1361,,56.4,76,10112,7.4,rusty-smith-1,116,30,QB,,132.0,0.0,7.0,7.0,1.0,115,5,-335,-2.9,5,,,Career,,,Florida Atlantic,,5,,,-328,-2.8,,,,
