,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2006,4.5,0.0,140,,,,,,11.0,,,,15,,Josh Freeman,,270,,51.9,6,1780,6.6,josh-freeman-1,54,12,QB,,103.5,,,,,54,2,-21,-0.4,2,0.0,,2006,1.0,0.0,Kansas State,1.0,2,,,-21,-0.4,,,,FR
2007,6.4,0.0,316,,,,,,12.0,,,,11,,Josh Freeman,,499,,63.3,18,3353,6.7,josh-freeman-1,53,24,QB,,127.3,,,,,53,4,-40,-0.8,4,0.0,,2007,2.0,0.0,Kansas State,2.0,4,,,-40,-0.8,,,,SO
2008,7.8,,224,,,,,,12.0,,,,8,,Josh Freeman,,382,,58.6,20,2945,7.7,josh-freeman-1,107,84,QB,,136.5,,,,,107,14,404,3.8,14,,,2008,,,Kansas State,,14,,,404,3.8,,,,JR
Career,6.5,0.0,680,,,,,,,,,,34,,Josh Freeman,,1151,,59.1,44,8078,7.0,josh-freeman-1,214,120,QB,,124.7,,,,,214,20,343,1.6,20,0.0,,Career,3.0,0.0,Kansas State,3.0,20,,,343,1.6,,,,
