,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1996,,,,,,,,,1.0,,,,,,Billy Volek,,,,,,,,billy-volek-1,0,0,P,,,,,,,,,,,0,,,1996,,,Fresno State,,0,,,0,,,,,
1997,6.0,,178.0,,,,,,12.0,,,,6.0,,Billy Volek,,318.0,,56.0,17.0,1853.0,5.8,billy-volek-1,72,18,QB,,118.8,1.0,30.0,30.0,1.0,71.0,2.0,-99.0,-1.4,3,,,1997,,,Fresno State,,3,,,-69,-1.0,,,,
1998,7.8,,151.0,,,,,,11.0,,,,3.0,,Billy Volek,,261.0,,57.9,10.0,1973.0,7.6,billy-volek-1,62,24,QB,,131.7,,,,,62.0,4.0,-18.0,-0.3,4,,,1998,,,Fresno State,,4,,,-18,-0.3,,,,
1999,8.5,,235.0,,,,,,12.0,,,,3.0,,Billy Volek,,355.0,,66.2,30.0,2559.0,7.2,billy-volek-1,43,18,QB,,152.9,0.0,0.0,0.0,1.0,42.0,3.0,-61.0,-1.5,3,,,1999,,,Fresno State,,3,,,-61,-1.4,,,,
Career,7.5,,564.0,,,,,,,,,,12.0,,Billy Volek,,934.0,,60.4,57.0,6385.0,6.8,billy-volek-1,177,60,QB,,135.4,1.0,30.0,15.0,2.0,175.0,9.0,-178.0,-1.0,10,,,Career,,,Fresno State,,10,,,-148,-0.8,,,,
