,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1996,3.0,,32,,,,,,7.0,,,,1,,Tim Couch,,84,,38.1,1,276,3.3,tim-couch-1,24,0,QB,,67.2,,,,,24,0,-26,-1.1,0,,,1996,,,Kentucky,,0,,,-26,-1.1,,,,
1997,6.9,,363,,,,,,11.0,,,,19,,Tim Couch,,547,,66.4,37,3884,7.1,tim-couch-1,66,18,QB,,141.4,,,,,66,3,-125,-1.9,3,,,1997,,,Kentucky,,3,,,-125,-1.9,,,,
1998,7.8,,400,,,,,,11.0,,,,15,,Tim Couch,,553,,72.3,36,4275,7.7,tim-couch-1,64,6,QB,,153.3,,,,,64,1,-124,-1.9,1,,,1998,,,Kentucky,,1,,,-124,-1.9,,,,
Career,7.0,,795,,,,,,,,,,35,,Tim Couch,,1184,,67.1,74,8435,7.1,tim-couch-1,154,24,QB,,141.7,,,,,154,4,-275,-1.8,4,,,Career,,,Kentucky,,4,,,-275,-1.8,,,,
