,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2007,5.1,0.0,155,,,,,,12.0,,,,15,,Jake Locker,,328,,47.3,14,2062,6.3,jake-locker-1,173,78,QB,,105.0,0.0,15.0,15.0,1.0,172,13,986,5.7,13,0.0,,2007,4.0,0.0,Washington,4.0,13,,,1001,5.8,,,,FR
2008,5.7,,50,,,,,,4.0,,,,0,,Jake Locker,,93,,53.8,1,512,5.5,jake-locker-1,56,18,QB,,103.6,,,,,56,3,180,3.2,3,,,2008,,,Washington,,3,,,180,3.2,,,,SO
2009,6.9,,230,,,,,,12.0,,,,11,,Jake Locker,,394,,58.4,21,2800,7.1,jake-locker-1,112,42,QB,,130.1,,,,,112,7,388,3.5,7,,,2009,,,Washington,,7,,,388,3.5,,,,JR
2010,6.6,,184,,,,,,12.0,,,,9,,Jake Locker,,332,,55.4,17,2265,6.8,jake-locker-1,115,36,QB,,124.2,0.0,16.0,16.0,1.0,114,6,385,3.4,6,,,2010,,,Washington,,6,,,401,3.5,,,,SR
Career,6.2,0.0,619,,,,,,,,,,35,,Jake Locker,,1147,,54.0,53,7639,6.7,jake-locker-1,456,174,QB,,119.1,0.0,31.0,15.5,2.0,454,29,1939,4.3,29,0.0,,Career,4.0,0.0,Washington,4.0,29,,,1970,4.3,,,,
