,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2006,2.6,,3,,,,,,6.0,,,,1,,Mark Sanchez,,7,,42.9,0,63,9.0,mark-sanchez-1,4,6,QB,,89.9,,,,,4,1,-5,-1.3,1,,,2006,,,USC,,1,,,-5,-1.3,,,,FR
2007,5.4,,69,,,,,,8.0,,,,5,,Mark Sanchez,,114,,60.5,7,695,6.1,mark-sanchez-1,14,0,QB,,123.2,,,,,14,0,22,1.6,0,,,2007,,,USC,,0,,,22,1.6,,,,SO
2008,9.4,,241,,,,,,13.0,,,,10,,Mark Sanchez,,366,,65.8,34,3207,8.8,mark-sanchez-1,52,18,QB,,164.6,,,,,52,3,16,0.3,3,,,2008,,,USC,,3,,,16,0.3,,,,JR
Career,8.3,,313,,,,,,,,,,16,,Mark Sanchez,,487,,64.3,41,3965,8.1,mark-sanchez-1,70,24,QB,,153.9,,,,,70,4,33,0.5,4,,,Career,,,USC,,4,,,33,0.5,,,,
