,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1984,-4.7,,6,,,,,,12.0,,,,3,,Troy Aikman,,20,,30.0,0,41,2.1,troy-aikman-1,12,0,QB,,17.2,,,,,12,0,18,1.5,0,,,1984,,,Oklahoma,,0,,,18,1.5,,,,
1985,8.9,,27,,,,,,12.0,,,,1,,Troy Aikman,,47,,57.4,1,442,9.4,troy-aikman-1,49,0,QB,,139.2,,,,,49,0,93,1.9,0,,,1985,,,Oklahoma,,0,,,93,1.9,,,,
1987,9.2,,178,,,,,,12.0,,,,8,,Troy Aikman,,273,,65.2,17,2527,9.3,troy-aikman-1,79,12,QB,,157.6,,,,,79,2,-87,-1.1,2,,,1987,,,UCLA,,2,,,-87,-1.1,,,,
1988,8.0,,228,,,,,,12.0,,,,9,,Troy Aikman,,354,,64.4,24,2771,7.8,troy-aikman-1,78,6,QB,,147.4,,,,,78,1,83,1.1,1,,,1988,,,UCLA,,1,,,83,1.1,,,,
Career,8.2,,439,,,,,,,,,,21,,Troy Aikman,,694,,63.3,42,5781,8.3,troy-aikman-1,218,18,QB,,147.1,,,,,218,3,107,0.5,3,,,Career,,,Overall,,3,,,107,0.5,,,,
