,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1995,6.0,,122,,,,,,12.0,,,,8,,Cade McNown,,245,,49.8,7,1698,6.9,cade-mcnown-1,71,30,QB,,110.9,,,,,71,5,311,4.4,5,,,1995,,,UCLA,,5,,,311,4.4,,,,
1996,5.8,,176,,,,,,11.0,,,,16,,Cade McNown,,336,,52.4,12,2424,7.2,cade-mcnown-1,88,24,QB,,115.2,,,,,88,4,58,0.7,4,,,1996,,,UCLA,,4,,,58,0.7,,,,
1997,10.7,,189,,,,,,12.0,,,,6,,Cade McNown,,312,,60.6,24,3116,10.0,cade-mcnown-1,79,24,QB,,166.0,,,,,79,4,26,0.3,4,,,1997,,,UCLA,,4,,,26,0.3,,,,
1998,9.7,,207,,,,,,12.0,,,,11,,Cade McNown,,357,,58.0,25,3470,9.7,cade-mcnown-1,76,18,QB,,156.6,0.0,22.0,22.0,1.0,75,3,182,2.4,3,,,1998,,,UCLA,,3,,,204,2.7,,,,
Career,8.2,,694,,,,,,,,,,41,,Cade McNown,,1250,,55.5,68,10708,8.6,cade-mcnown-1,314,96,QB,,138.9,0.0,22.0,22.0,1.0,313,16,577,1.8,16,,,Career,,,UCLA,,16,,,599,1.9,,,,
