,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1990,6.8,,4,,,,,,7.0,,,,0,,Billy Joe Hobert,,6,,66.7,0,41,6.8,billy-joe-hobert-1,12,6,QB,,124.1,,,,,12,1,105,8.8,1,,,1990,,,Washington,,1,,,105,8.8,,,,
1991,7.9,,173,,,,,,11.0,,,,10,,Billy Joe Hobert,,285,,60.7,22,2271,8.0,billy-joe-hobert-1,33,30,QB,,146.1,,,,,33,5,56,1.7,5,,,1991,,,Washington,,5,,,56,1.7,,,,
1992,5.0,,71,,,,,,8.0,,,,3,,Billy Joe Hobert,,136,,52.2,5,716,5.3,billy-joe-hobert-1,21,12,QB,,104.2,,,,,21,2,129,6.1,2,,,1992,,,Washington,,2,,,129,6.1,,,,
Career,7.0,,248,,,,,,,,,,13,,Billy Joe Hobert,,427,,58.1,27,3028,7.1,billy-joe-hobert-1,66,48,QB,,132.4,,,,,66,8,290,4.4,8,,,Career,,,Washington,,8,,,290,4.4,,,,
