,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1991,1.0,,1,,,,,,2.0,,,,0,,Kordell Stewart,,2,,50.0,0,2,1.0,kordell-stewart-1,18,6,QB,,58.4,,,,,18,1,144,8.0,1,,,1991,,,Colorado,,1,,,144,8.0,,,,
1992,7.7,,151,,,,,,9.0,,,,9,,Kordell Stewart,,252,,59.9,12,2109,8.4,kordell-stewart-1,60,6,QB,,138.8,,,,,60,1,-18,-0.3,1,,,1992,,,Colorado,,1,,,-18,-0.3,,,,
1993,7.5,,157,,,,,,11.0,,,,7,,Kordell Stewart,,294,,53.4,11,2299,7.8,kordell-stewart-1,102,36,QB,,126.7,,,,,102,6,524,5.1,6,,,1993,,,Colorado,,6,,,524,5.1,,,,
1994,9.0,,147,,,,,,11.0,,,,3,,Kordell Stewart,,237,,62.0,10,2071,8.7,kordell-stewart-1,122,42,QB,,146.8,,,,,122,7,639,5.2,7,,,1994,,,Colorado,,7,,,639,5.2,,,,
Career,8.0,,456,,,,,,,,,,19,,Kordell Stewart,,785,,58.1,33,6481,8.3,kordell-stewart-1,302,90,QB,,136.5,,,,,302,15,1289,4.3,15,,,Career,,,Colorado,,15,,,1289,4.3,,,,
