,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1989,-2.8,,6,,,,,,3.0,,,,2,,Mark Brunell,,12,,50.0,0,57,4.8,mark-brunell-1,4,0,QB,,56.6,,,,,4,0,12,3.0,0,,,1989,,,Washington,,0,,,12,3.0,,,,
1990,6.5,,118,,,,,,11.0,,,,8,,Mark Brunell,,253,,46.6,14,1732,6.8,mark-brunell-1,106,66,QB,,116.1,1.0,11.0,11.0,1.0,105,10,444,4.2,11,,,1990,,,Washington,,11,,,455,4.3,,,,
1991,7.3,,26,,,,,,8.0,,,,2,,Mark Brunell,,44,,59.1,4,333,7.6,mark-brunell-1,13,6,QB,,143.6,,,,,13,1,25,1.9,1,,,1991,,,Washington,,1,,,25,1.9,,,,
1992,6.5,,109,,,,,,11.0,,,,4,,Mark Brunell,,189,,57.7,5,1301,6.9,mark-brunell-1,68,48,QB,,120.0,,,,,68,8,197,2.9,8,,,1992,,,Washington,,8,,,197,2.9,,,,
Career,6.4,,259,,,,,,,,,,16,,Mark Brunell,,498,,52.0,23,3423,6.9,mark-brunell-1,191,120,QB,,118.6,1.0,11.0,11.0,1.0,190,19,678,3.6,20,,,Career,,,Washington,,20,,,689,3.6,,,,
