,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1985,6.2,,50,,,,,,12.0,,,,3,,Rodney Peete,,85,,58.8,5,566,6.7,rodney-peete-1,50,6,QB,,127.1,0.0,-4.0,-4.0,1.0,49,1,78,1.6,1,,,1985,,,USC,,1,,,74,1.5,,,,
1986,5.5,,160,,,,,,12.0,,,,15,,Rodney Peete,,305,,52.5,10,2138,7.0,rodney-peete-1,103,18,QB,,112.3,,,,,103,3,124,1.2,3,,,1986,,,USC,,3,,,124,1.2,,,,
1987,7.8,,197,,,,,,12.0,,,,12,,Rodney Peete,,332,,59.3,21,2709,8.2,rodney-peete-1,70,18,QB,,141.5,,,,,70,3,145,2.1,3,,,1987,,,USC,,3,,,145,2.1,,,,
1988,7.3,,223,,,,,,12.0,,,,12,,Rodney Peete,,359,,62.1,18,2812,7.8,rodney-peete-1,68,30,QB,,137.8,,,,,68,5,68,1.0,5,,,1988,,,USC,,5,,,68,1.0,,,,
Career,6.9,,630,,,,,,,,,,42,,Rodney Peete,,1081,,58.3,54,8225,7.6,rodney-peete-1,291,72,QB,,130.9,0.0,-4.0,-4.0,1.0,290,12,415,1.4,12,,,Career,,,USC,,12,,,411,1.4,,,,
