,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1998,-0.4,,7,,,,,,13.0,,,,2,,Byron Leftwich,,13,,53.8,0,85,6.5,byron-leftwich-1,2,0,QB,,78.0,,,,,2,0,-19,-9.5,0,,,1998,,,Marshall,,0,,,-19,-9.5,,,,
1999,5.5,,7,,,,,,12.0,,,,0,,Byron Leftwich,,11,,63.6,0,60,5.5,byron-leftwich-1,6,0,QB,,109.5,0.0,-4.0,-4.0,1.0,5,0,26,5.2,0,,,1999,,,Marshall,,0,,,22,3.7,,,,
2000,7.4,,279,,,,,,12.0,,,,9,,Byron Leftwich,,457,,61.1,21,3358,7.3,byron-leftwich-1,82,6,QB,,134.0,,,,,82,1,83,1.0,1,,,2000,,,Marshall,,1,,,83,1.0,,,,SO
2001,9.7,,315,,,,,,12.0,,,,7,,Byron Leftwich,,470,,67.0,38,4132,8.8,byron-leftwich-1,65,18,QB,0.0,164.6,1.0,11.0,11.0,1.0,64,2,92,1.4,3,,,2001,,,Marshall,,3,,,103,1.6,,,,JR
2002,9.0,,331,,,,,,12.0,,,,10,,Byron Leftwich,,491,,67.4,30,4268,8.7,byron-leftwich-1,37,18,QB,,156.5,,,,,37,3,-1,0.0,3,,,2002,,,Marshall,,3,,,-1,0.0,,,,SR
Career,8.6,,939,,,,,,,,,,28,,Byron Leftwich,,1442,,65.1,89,11903,8.3,byron-leftwich-1,192,42,QB,0.0,150.9,1.0,7.0,3.5,2.0,190,6,181,1.0,7,,,Career,,,Marshall,,7,,,188,1.0,,,,
