,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1993,6.1,,145,,,,,,11.0,,,,12,,Jake Delhomme,,259,,56.0,14,1842,7.1,jake-delhomme-1,59,6,QB,,124.3,0.0,1.0,1.0,1.0,58,1,-81,-1.4,1,,,1993,,,Louisiana,,1,,,-80,-1.4,,,,
1994,4.3,,119,,,,,,11.0,,,,18,,Jake Delhomme,,259,,45.9,10,1712,6.6,jake-delhomme-1,63,24,QB,,100.3,,,,,63,4,-186,-3.0,4,,,1994,,,Louisiana,,4,,,-186,-3.0,,,,
1995,7.7,,190,,,,,,11.0,,,,10,,Jake Delhomme,,351,,54.1,20,2761,7.9,jake-delhomme-1,51,6,QB,,133.3,,,,,51,1,8,0.2,1,,,1995,,,Louisiana,,1,,,8,0.2,,,,
1996,6.7,,201,,,,,,11.0,,,,17,,Jake Delhomme,,377,,53.3,20,2901,7.7,jake-delhomme-1,58,0,QB,,126.4,,,,,58,0,-79,-1.4,0,,,1996,,,Louisiana,,0,,,-79,-1.4,,,,
Career,6.4,,655,,,,,,,,,,57,,Jake Delhomme,,1246,,52.6,64,9216,7.4,jake-delhomme-1,231,36,QB,,122.5,0.0,1.0,1.0,1.0,230,6,-338,-1.5,6,,,Career,,,Louisiana,,6,,,-337,-1.5,,,,
