,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2002,-10.3,,2,,,,,,2.0,,,,1,,Alex Smith,,4,,50.0,0,4,1.0,alex-smith-3,2,0,QB,,8.4,,,,,2,0,-11,-5.5,0,,,2002,,,Utah,,0,,,-11,-5.5,,,,FR
2003,9.1,,173,,,,,,11.0,,,,3,,Alex Smith,,266,,65.0,15,2247,8.4,alex-smith-3,150,30,QB,,152.3,0.0,17.0,17.0,1.0,149,5,452,3.0,5,,,2003,,,Utah,,5,,,469,3.1,,,,SO
2004,10.8,,214,,,,,,12.0,,,,4,,Alex Smith,,317,,67.5,32,2952,9.3,alex-smith-3,137,60,QB,,176.5,0.0,21.0,10.5,2.0,135,10,631,4.7,10,,,2004,,,Utah,,10,,,652,4.8,,,,JR
Career,9.9,,389,,,,,,,,,,8,,Alex Smith,,587,,66.3,47,5203,8.9,alex-smith-3,289,90,QB,,164.4,0.0,38.0,12.7,3.0,286,15,1072,3.7,15,,,Career,,,Utah,,15,,,1110,3.8,,,,
