,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1994,5.9,,37,,,,,,7.0,,,,4,,Tony Graziani,,69,,53.6,3,525,7.6,tony-graziani-1,12,0,QB,,120.3,,,,,12,0,15,1.3,0,,,1994,,,Oregon,,0,,,15,1.3,,,,
1995,5.7,,231,,,,,,11.0,,,,10,,Tony Graziani,,426,,54.2,13,2604,6.1,tony-graziani-1,82,24,QB,,110.9,0.0,1.0,1.0,1.0,81,4,236,2.9,4,,,1995,,,Oregon,,4,,,237,2.9,,,,
1996,7.8,,92,,,,,,6.0,,,,4,,Tony Graziani,,171,,53.8,8,1353,7.9,tony-graziani-1,33,6,QB,,131.0,,,,,33,1,84,2.5,1,,,1996,,,Oregon,,1,,,84,2.5,,,,
Career,6.2,,360,,,,,,,,,,18,,Tony Graziani,,666,,54.1,24,4482,6.7,tony-graziani-1,127,30,QB,,117.1,0.0,1.0,1.0,1.0,126,5,335,2.7,5,,,Career,,,Oregon,,5,,,336,2.6,,,,
