,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2009,0.0,,0,,,,,,2.0,,,,0,,Matt McGloin,,2,,0.0,0,0,0.0,matt-mcgloin-1,0,0,QB,,0.0,,,,,,,,,0,,,2009,,,Penn State,,0,,,0,,,,,FR
2010,6.6,,118,,,,,,9.0,,,,9,,Matt McGloin,,215,,54.9,14,1548,7.2,matt-mcgloin-1,13,12,QB,,128.5,,,,,13.0,2.0,6.0,0.5,2,,,2010,,,Penn State,,2,,,6,0.5,,,,SO
2011,6.5,,125,,,,,,12.0,,,,5,,Matt McGloin,,231,,54.1,8,1571,6.8,matt-mcgloin-1,25,0,QB,,118.3,0.0,16.0,16.0,1.0,24.0,0.0,-12.0,-0.5,0,,,2011,,,Penn State,,0,,,4,0.2,,,,JR
2012,7.9,,270,,,,,,12.0,,,,5,,Matt McGloin,,446,,60.5,24,3271,7.3,matt-mcgloin-1,59,30,QB,,137.7,,,,,59.0,5.0,-51.0,-0.9,5,,,2012,,,Penn State,,5,,,-51,-0.9,,,,SR
Career,7.2,,513,,,,,,,,,,19,,Matt McGloin,,894,,57.4,46,6390,7.1,matt-mcgloin-1,97,42,QB,,130.2,0.0,16.0,16.0,1.0,96.0,7.0,-57.0,-0.6,7,,,Career,,,Penn State,,7,,,-41,-0.4,,,,
