,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1981,7.8,,105,,,,,,11.0,,,,8,,Doug Flutie,,192,,54.7,10,1652,8.6,doug-flutie-1,67,12,QB,,135.8,,,,,67,2,79,1.2,2,,,1981,,,Boston College,,2,,,79,1.2,,,,
1982,6.1,,162,,,,,,12.0,,,,20,,Doug Flutie,,348,,46.6,13,2749,7.9,doug-flutie-1,90,12,QB,,113.7,,,,,90,2,270,3.0,2,,,1982,,,Boston College,,2,,,270,3.0,,,,
1983,6.9,,177,,,,,,11.0,,,,15,,Doug Flutie,,345,,51.3,17,2724,7.9,doug-flutie-1,68,0,QB,,125.2,,,,,68,0,241,3.5,0,,,1983,,,Boston College,,0,,,241,3.5,,,,
1984,9.1,,233,,,,,,12.0,,,,11,,Doug Flutie,,386,,60.4,27,3454,8.9,doug-flutie-1,66,18,QB,,152.9,,,,,66,3,379,5.7,3,,,1984,,,Boston College,,3,,,379,5.7,,,,
Career,7.5,,677,,,,,,,,,,54,,Doug Flutie,,1271,,53.3,67,10579,8.3,doug-flutie-1,291,42,QB,,132.1,,,,,291,7,969,3.3,7,,,Career,,,Boston College,,7,,,969,3.3,,,,
