,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1983,3.3,,17,,,,,,3.0,,,,3,,Chris Miller,,41,,41.5,2,229,5.6,chris-miller-4,13,0,QB,,89.8,,,,,13,0,33,2.5,0,,,1983,,,Oregon,,0,,,33,2.5,,,,
1984,5.1,,145,,,,,,11.0,,,,10,,Chris Miller,,289,,50.2,10,1712,5.9,chris-miller-4,49,12,QB,,104.4,1.0,11.0,11.0,1.0,48,1,0,0.0,2,,,1984,,,Oregon,,2,,,11,0.2,,,,
1985,6.1,,182,,,,,,11.0,,,,13,,Chris Miller,,329,,55.3,18,2237,6.8,chris-miller-4,46,24,QB,,122.6,0.0,13.0,13.0,1.0,45,4,81,1.8,4,,,1985,,,Oregon,,4,,,94,2.0,,,,
1986,6.1,,216,,,,,,11.0,,,,13,,Chris Miller,,356,,60.7,12,2503,7.0,chris-miller-4,75,18,QB,,123.6,1.0,3.0,3.0,1.0,74,2,46,0.6,3,,,1986,,,Oregon,,3,,,49,0.7,,,,
Career,5.7,,560,,,,,,,,,,39,,Chris Miller,,1015,,55.2,42,6681,6.6,chris-miller-4,183,54,QB,,116.4,2.0,27.0,9.0,3.0,180,7,160,0.9,9,,,Career,,,Oregon,,9,,,187,1.0,,,,
