,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2009,7.6,0,149,,,,,,12.0,6-5,,,7,,Tom Savage,,285,,52.3,14,2211,7.8,tom-savage-1,60,6,QB,,128.7,0.0,-2.0,-2.0,1.0,59,1,-105,-1.8,1,0.0,,2009,1,0.0,Rutgers,1,1,,230,-107,-1.8,,,,FR
2010,5.1,0,43,,,0.0,0.0,,6.0,6-5,,,3,,Tom Savage,,83,0.0,51.8,2,521,6.3,tom-savage-1,32,0,QB,,105.3,,,,,32,0,-6,-0.2,0,0.0,,2010,0,0.0,Rutgers,0,0,,230,-6,-0.2,,,,SO
2013,7.6,0,238,0.0,0.0,0.0,0.0,,13.0,6-5,0.0,0.0,9,0.0,Tom Savage,,389,0.0,61.2,21,2958,7.6,tom-savage-1,76,18,QB,0.0,138.2,0.0,0.0,,0.0,76,3,-208,-2.7,3,0.0,,2013,0,0.0,Pitt,0,3,,230,-208,-2.7,,0.0,,SR
Career,7.4,0,430,0.0,0.0,0.0,0.0,,,6-5,0.0,0.0,19,0.0,Tom Savage,,757,0.0,56.8,37,5690,7.5,tom-savage-1,168,24,QB,0.0,131.1,0.0,-2.0,-2.0,1.0,167,4,-319,-1.9,4,0.0,,Career,1,0.0,Overall,1,4,,230,-321,-1.9,,0.0,,
