,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2009,9.2,,162,,,,,,12.0,,,,4,,Andrew Luck,,288,,56.3,13,2575,8.9,andrew-luck-1,62,12,QB,,143.5,0.0,11.0,11.0,1.0,61,2,354,5.8,2,,,2009,,,Stanford,,2,,,365,5.9,,,,FR
2010,9.7,0.0,263,,,0.0,0.0,,13.0,,,,8,,Andrew Luck,,372,0.0,70.7,32,3338,9.0,andrew-luck-1,55,18,QB,,170.2,,,,,55,3,453,8.2,3,0.0,,2010,2.0,0.0,Stanford,2.0,3,,,453,8.2,,,,SO
2011,9.4,0.0,288,,,0.0,0.0,,13.0,,,,10,,Andrew Luck,,404,0.0,71.3,37,3517,8.7,andrew-luck-1,48,12,QB,,169.7,0.0,13.0,13.0,1.0,47,2,150,3.2,2,0.0,,2011,1.0,0.0,Stanford,1.0,2,,,163,3.4,,,,SR
Career,9.5,0.0,713,,,0.0,0.0,,,,,,22,,Andrew Luck,,1064,0.0,67.0,82,9430,8.9,andrew-luck-1,165,42,QB,,162.8,0.0,24.0,12.0,2.0,163,7,957,5.9,7,0.0,,Career,3.0,0.0,Stanford,3.0,7,,,981,5.9,,,,
