,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1991,6.9,,103,,,,,,8.0,,,,6,,Stoney Case,,216,,47.7,10,1564,7.2,stoney-case-1,56,12,QB,,118.2,,,,,56,2,60,1.1,2,,,1991,,,New Mexico,,2,,,60,1.1,,,,
1992,6.7,,164,,,,,,11.0,,,,13,,Stoney Case,,308,,53.2,18,2289,7.4,stoney-case-1,114,24,QB,,126.5,,,,,114,4,270,2.4,4,,,1992,,,New Mexico,,4,,,270,2.4,,,,
1993,8.1,,177,,,,,,11.0,,,,8,,Stoney Case,,304,,58.2,17,2490,8.2,stoney-case-1,126,84,QB,,140.2,,,,,126,14,329,2.6,14,,,1993,,,New Mexico,,14,,,329,2.6,,,,
1994,7.4,,233,,,,,,12.0,,,,12,,Stoney Case,,409,,57.0,22,3117,7.6,stoney-case-1,140,66,QB,,132.9,,,,,140,11,532,3.8,11,,,1994,,,New Mexico,,11,,,532,3.8,,,,
Career,7.3,,677,,,,,,,,,,39,,Stoney Case,,1237,,54.7,67,9460,7.6,stoney-case-1,436,186,QB,,130.5,,,,,436,31,1191,2.7,31,,,Career,,,New Mexico,,31,,,1191,2.7,,,,
