,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1995,5.6,,118,,,,,,11.0,,,,9,,Brian Griese,,215,,54.9,11,1395,6.5,brian-griese-1,28,12,QB,,117.9,,,,,28,2,-77,-2.8,2,,,1995,,,Michigan,,2,,,-77,-2.8,,,,
1996,9.2,,14,,,,,,11.0,,,,1,,Brian Griese,,24,,58.3,2,226,9.4,brian-griese-1,6,0,QB,,156.6,,,,,6,0,-11,-1.8,0,,,1996,,,Michigan,,0,,,-11,-1.8,,,,
1997,7.6,,175,,,,,,11.0,,,,5,,Brian Griese,,277,,63.2,14,2042,7.4,brian-griese-1,52,12,QB,,138.2,0.0,28.0,28.0,1.0,51,2,7,0.1,2,,,1997,,,Michigan,,2,,,35,0.7,,,,
Career,6.8,,307,,,,,,,,,,15,,Brian Griese,,516,,59.5,27,3663,7.1,brian-griese-1,86,24,QB,,130.6,0.0,28.0,28.0,1.0,85,4,-81,-1.0,4,,,Career,,,Michigan,,4,,,-53,-0.6,,,,
