,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
1981,6.8,,5,,,,,,4.0,,,,0,,Mark Rypien,,13,,38.5,0,88,6.8,mark-rypien-1,4,0,QB,,95.3,,,,,4,0,5,1.3,0,,,1981,,,Washington State,,0,,,5,1.3,,,,
1983,5.3,,28,,,,,,4.0,,,,2,,Mark Rypien,,56,,50.0,0,384,6.9,mark-rypien-1,14,6,QB,,100.5,,,,,14,1,5,0.4,1,,,1983,,,Washington State,,1,,,5,0.4,,,,
1984,5.7,,134,,,,,,11.0,,,,15,,Mark Rypien,,271,,49.4,14,1927,7.1,mark-rypien-1,102,36,QB,,115.2,0.0,0.0,0.0,1.0,101,6,275,2.7,6,,,1984,,,Washington State,,6,,,275,2.7,,,,
1985,7.0,,159,,,,,,11.0,,,,12,,Mark Rypien,,273,,58.2,14,2174,8.0,mark-rypien-1,76,18,QB,,133.3,,,,,76,3,243,3.2,3,,,1985,,,Washington State,,3,,,243,3.2,,,,
Career,6.2,,326,,,,,,,,,,29,,Mark Rypien,,613,,53.2,28,4573,7.5,mark-rypien-1,196,60,QB,,121.5,0.0,0.0,0.0,1.0,195,10,528,2.7,10,,,Career,,,Washington State,,10,,,528,2.7,,,,
