,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2003,,,,,,,,,11.0,,,,,0.0,Troy Smith,,,,,,,,troy-smith-1,3,0,QB,,,,,,,3,0,14,4.7,0,,,2003,,,Ohio State,,0,,,14,4.7,,,,SO
2004,7.5,,68.0,,,,,,8.0,,,,3.0,,Troy Smith,,122.0,,55.7,8.0,896.0,7.3,troy-smith-1,82,12,QB,,134.2,,,,,82,2,339,4.1,2,,,2004,,,Ohio State,,2,,,339,4.1,,,,JR
2005,10.2,0.0,149.0,,,,,,11.0,,,,4.0,,Troy Smith,,237.0,,62.9,16.0,2282.0,9.6,troy-smith-1,136,66,QB,,162.7,,,,,136,11,611,4.5,11,0.0,,2005,2.0,0.0,Ohio State,2.0,11,,,611,4.5,,,,SR
2006,9.2,,203.0,,,,,,13.0,,,,6.0,,Troy Smith,,311.0,,65.3,30.0,2542.0,8.2,troy-smith-1,72,6,QB,,161.9,,,,,72,1,204,2.8,1,,,2006,,,Ohio State,,1,,,204,2.8,,,,SR
Career,9.3,0.0,420.0,,,,,,,,,,13.0,0.0,Troy Smith,,670.0,,62.7,54.0,5720.0,8.5,troy-smith-1,293,84,QB,,157.1,,,,,293,14,1168,4.0,14,0.0,,Career,2.0,0.0,Ohio State,2.0,14,,,1168,4.0,,,,
