,Name,player_id,position
6,Tom Brady,BradTo00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
34,Peyton Manning,MannPe00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', None, 'QB', 'QB', 'QB', 'QB', '']"
41,Brock Osweiler,OsweBr00,"['', '', '', 'qb', 'QB', 'qb', 'qb', '']"
1,Drew Brees,BreeDr00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
13,Kirk Cousins,CousKi00,"['', 'qb', 'qb', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
25,Robert Griffin III,GrifRo01,"['QB', 'QB', 'QB', 'qb', '', '', '']"
43,Aaron Rodgers,RodgAa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', '']"
17,David Carr,CarrDa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'qb', '', '', '', '', '']"
35,Eli Manning,MannEl00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', '']"
35,Luke McCown,McCoLu00,"['qb', 'qb', '', '', '', 'qb', '', '', '', 'qb', '']"
48,Matt Ryan,RyanMa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
51,Matt Schaub,SchaMa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '', '', '', '', '']"
59,T.J. Yates,YateT.00,"['qb', '', '', '', '', '', '', '']"
57,Russell Wilson,WilsRu00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
14,Joe Flacco,FlacJo00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
49,Tyrod Taylor,TaylTy00,"['', '', '', '', 'QB', 'QB', 'QB', '', '', '']"
33,Colin Kaepernick,KaepCo00,"['', 'qb', 'QB', 'QB', 'QB', 'QB', '']"
44,Alex Smith,SmitAl03,"['qb', 'QB', 'qb', None, 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
13,Andy Dalton,DaltAn00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
18,Bruce Gradkowski,GradBr00,"['QB', '', 'qb', 'qb', 'qb', '', '', '', '']"
20,Josh Freeman,FreeJo00,"['QB', 'QB', 'QB', 'QB', '', 'qb', 'qb', '']"
46,Dan Orlovsky,OrloDa00,"['', 'qb', '', 'qb', '', '', '', '', '']"
34,Christian Ponder,PondCh00,"['QB', 'QB', 'QB', 'qb', '']"
49,Joe Webb,WebbJo00,"['qb', 'wr', '', 'wr', '', '', '', '', '', '']"
47,Kyle Orton,OrtoKy00,"['QB', 'qb', 'QB', 'QB', 'QB', '', 'qb', '', 'qb', 'QB', '']"
53,Tony Romo,RomoTo00,"['', '', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', 'QB', 'QB', 'qb', '', '']"
9,Jason Campbell,CampJa00,"['qb', 'QB', 'QB', 'QB', 'QB', 'qb', '', 'QB', '', '']"
14,Jay Cutler,CutlJa00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', '']"
26,Shaun Hill,HillSh00,"['', 'qb', 'QB', 'qb', 'QB', '', '', '', 'QB', '', 'qb', '']"
57,Matthew Stafford,StafMa00,"['QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
3,Derek Anderson,AndeDe00,"['qb', 'QB', 'QB', 'qb', 'QB', '', '', '', 'qb', '', 'qb', '', 'qb', '']"
45,Cam Newton,NewtCa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '']"
42,Andrew Luck,LuckAn00,"['QB', 'QB', 'QB', 'qb', 'QB', 'QB', '']"
