,Name,player_id,position
17,Chad Henne,HennCh01,"['', 'QB', 'QB', '', 'qb', 'QB', '', '', '', '', '']"
28,Patrick Mahomes,MahoPa00,"['', 'QB', 'QB', '']"
19,Jared Goff,GoffJa00,"['qb', 'QB', 'QB', 'QB', '']"
7,Drew Brees,BreeDr00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
8,Teddy Bridgewater,BridTe00,"['QB', 'QB', '', '', 'qb', '']"
5,Tom Brady,BradTo00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
35,Brian Hoyer,HoyeBr00,"['', '', '', '', '', 'QB', 'QB', 'qb', '', '', '', '', '']"
6,Jacoby Brissett,BrisJa00,"['', 'QB', '', 'QB', '']"
32,Andrew Luck,LuckAn00,"['QB', 'QB', 'QB', 'qb', 'QB', 'QB', '']"
60,Russell Wilson,WilsRu00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
46,Philip Rivers,RivePh00,"['', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
50,Geno Smith,SmitGe00,"['QB', 'QB', '', 'qb', 'qb', '', '']"
42,Ben Roethlisberger,RoetBe00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '']"
49,Mitchell Trubisky,TrubMi00,"['QB', 'QB', 'QB', '']"
51,Matt Ryan,RyanMa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
55,Matt Schaub,SchaMa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '', '', '', '', '']"
59,Deshaun Watson,WatsDe00,"['qb', 'QB', 'QB', '']"
61,Joe Webb,WebbJo00,"['qb', 'wr', '', 'wr', '', '', '', '', '', '']"
63,Brandon Weeden,WeedBr00,"['QB', 'qb', 'qb', '', 'qb', '', '']"
25,Ryan Fitzpatrick,FitzRy00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', 'qb', 'QB', '']"
67,Jameis Winston,WinsJa00,"['QB', 'QB', 'QB', 'QB', 'QB', '']"
19,Joe Flacco,FlacJo00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
22,Robert Griffin III,GrifRo01,"['QB', 'QB', 'QB', 'qb', '', '', '']"
27,Lamar Jackson,JackLa00,"['qb', 'QB', '']"
36,DeShone Kizer,KizeDe00,"['QB', '', '']"
56,Aaron Rodgers,RodgAa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', '']"
2,Kyle Allen,AlleKy00,"['', 'QB', '']"
26,Taylor Heinicke,HeinTa00,"['', 'qb', '']"
44,Cam Newton,NewtCa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '']"
41,Eli Manning,MannEl00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', '']"
