,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2012,,,,,,0,,0,1989-06-02,,,0,,,,,,,,,,,0.0,,,,,,,0.0,,,6-2,,,,,0,,,,,,,,,0,,,,,Austin Davis,,,,,,,0,0,,DaviAu00,,,,,,,,,,,,,,,,,,,,,,,,,2012,,STL,,,,0,,,,,,221,,0,,,,,,,,,
2014,89.0,5.29,6.5,93.0,,5,,284,1989-06-02,,,180,104.0,44.2,,,,,,,,,1.0,,,5.0,0.0,2.0,-6.0,2.0,10.0,8.0,6-2,3.2,89.0,,,9,,,,,,,,,59,,,,12.0,Austin Davis,89.0,5.82,96.0,,63.4,4.2,12,2001,7.0,DaviAu00,QB,,,,,3-5-0,85.1,,,,,,,16.0,1.6,0.0,36.0,2.3,3.6,0.0,,78.0,0.0,,2014,,STL,,,,29,,97.0,16.0,,,221,36.0,179,96.0,11.1,200.1,,,,2.3,-6.0,
2015,55.0,3.2,4.6,63.0,,1,,94,1989-06-02,,,56,87.0,32.1,,,,,,,,,,,,2.0,0.0,0.0,0.0,,3.0,2.0,6-2,3.2,85.0,,,3,,,,,,,,,42,,,,17.0,Austin Davis,52.0,4.3,66.0,,59.6,1.1,1,547,5.8,DaviAu00,,,,,,0-2-0,66.2,,,,,,,7.0,2.3,0.0,33.0,4.7,11.0,0.0,,65.0,0.0,,2015,,CLE,,,,11,,59.0,7.0,,,221,33.0,96,66.0,9.8,182.3,,,,4.7,0.0,
2017,,,,,,0,,0,1989-06-02,,,0,,,,,,,,,,,,,,0.0,,,,,3.0,0.0,6-2,,,,,0,,,,,,,,,0,,,,-1.0,Austin Davis,,,,,,,0,0,,DaviAu00,,,,,,,,,,,,,,1.0,0.3,0.0,-1.0,-1.0,-0.3,0.0,,,,,2017,,SEA,,,,0,,,1.0,,,221,-1.0,0,,,0.0,,,,-1.0,,
Career,,4.77,6.0,,,6,,378,1989-06-02,,,236,,,,,,,,,,,1.0,,,7.0,0.0,2.0,-6.0,2.0,16.0,10.0,6-2,3.2,,,,12,,,,,,,,,59,,,,17.0,Austin Davis,,5.44,,,62.4,3.4,13,2548,6.7,DaviAu00,,,,,,3-7-0,80.4,,,,,,,24.0,1.5,0.0,68.0,2.8,4.3,0.0,,,0.0,,Career,,,,,,40,,,24.0,,,221,68.0,275,,10.8,159.3,,,,2.8,-6.0,
