,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2001,,9.86,9.9,,,0,,14,1977-05-16,,,10,,,,,,,,,,,1.0,,,,,,,1.0,1,0,6-3,7.1,,,,1,,,,,,,,,27,,,,,A.J. Feeley,,10.21,,,71.4,14.3,2,143,10.2,FeelA.00,,,,,,,114.0,,,,,,,,,,,,,,,,,,2001,,PHI,,,,0,,,,,,220,,0,,14.3,143.0,,,,,,
2002,101.0,5.33,5.9,97.0,,3,,154,1977-05-16,,,86,88.0,,,,,,,,,,,,,2.0,0.0,2.0,-2.0,,6,5,6-3,3.2,99.0,,,5,,,,,,,,,53,,,,6.0,A.J. Feeley,103.0,5.98,94.0,,55.8,3.9,6,1011,6.6,FeelA.00,qb,,,,,4-1-0,75.4,,,,,,,12.0,2.0,0.0,6.0,0.5,1.0,0.0,,114.0,0.0,,2002,,PHI,,,,7,,100.0,12.0,,,220,6.0,48,97.0,11.8,168.5,,,,0.5,-2.0,
2004,76.0,3.44,4.0,73.0,,1,,356,1977-05-16,,,191,81.0,,,,,,,,,,2.0,,,10.0,0.0,1.0,-4.0,3.0,11,8,6-3,4.2,82.0,,,15,,,,,,,,,38,,,,7.0,A.J. Feeley,78.0,4.64,76.0,,53.7,3.1,11,1893,5.3,FeelA.00,QB,,,,,3-5-0,61.7,,,,,,,14.0,1.3,1.0,13.0,0.9,1.2,1.0,,104.0,0.0,,2004,,MIA,,,,23,,88.0,14.0,,,220,13.0,136,73.0,9.9,172.1,,,,0.9,-4.0,
2006,,10.05,10.6,,,1,,38,1977-05-16,,,26,,86.3,,,,,,,,,0.0,,,1.0,0.0,0.0,0.0,1.0,2,0,6-3,0.0,,,,0,,,,,,,,,89,,,,3.0,A.J. Feeley,,8.51,,,68.4,7.9,3,342,9.0,FeelA.00,,,,,,,122.9,,,,,,,1.0,0.5,0.0,3.0,3.0,1.5,0.0,,,0.0,,2006,,PHI,,,,1,,,1.0,,,220,3.0,10,,13.2,171.0,,,,3.0,0.0,
2007,79.0,3.88,4.1,70.0,,2,,103,1977-05-16,,,59,88.0,55.2,,,,,,,,,,,,1.0,0.0,1.0,0.0,,3,2,6-3,7.8,26.0,,,8,,,,,,,,,47,,,,7.0,A.J. Feeley,105.0,6.33,71.0,,57.3,4.9,5,681,6.6,FeelA.00,,,,,,0-2-0,61.2,,,,,,,7.0,2.3,0.0,23.0,3.3,7.7,0.0,,121.0,0.0,,2007,,PHI,,,,3,,110.0,7.0,,,220,23.0,10,94.0,11.5,227.0,,,,3.3,0.0,
2011,73.0,3.79,4.9,77.0,,1,,97,1977-05-16,,,53,79.0,27.3,,,,,,,,,,,,3.0,0.0,0.0,0.0,,5,3,6-3,2.1,112.0,,,2,,,,,,,,,34,,,,6.0,A.J. Feeley,65.0,4.45,76.0,,54.6,1.0,1,548,5.6,FeelA.00,,,,,,1-2-0,66.0,,,,,,,3.0,0.6,0.0,4.0,1.3,0.8,0.0,,75.0,0.0,,2011,,STL,,,,10,,63.0,3.0,,,220,4.0,72,71.0,10.3,109.6,,,,1.3,0.0,
Career,,4.35,5.0,,,8,,762,1977-05-16,,,425,,,,,,,,,,,3.0,,,17.0,0.0,4.0,-6.0,5.0,28,18,6-3,4.1,,,,31,,,,,,,,,89,,,,7.0,A.J. Feeley,,5.39,,,55.8,3.7,28,4618,6.1,FeelA.00,,,,,,8-10-0,69.1,,,,,,,37.0,1.3,1.0,49.0,1.3,1.8,1.0,,,0.0,,Career,,,,,,44,,,37.0,,,220,49.0,276,,10.9,164.9,,,,1.3,-6.0,
