,Name,player_id,position
20,Jared Goff,GoffJa00,"['qb', 'QB', 'QB', 'QB', '']"
7,Tom Brady,BradTo00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
39,Brian Hoyer,HoyeBr00,"['', '', '', '', '', 'QB', 'QB', 'qb', '', '', '', '', '']"
21,Nick Foles,FoleNi00,"['qb', 'QB', 'QB', 'QB', '', '', 'qb', '', '']"
61,Carson Wentz,WentCa00,"['QB', 'QB', 'QB', 'QB', '']"
5,Drew Brees,BreeDr00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
4,Blake Bortles,BortBl00,"['QB', 'QB', 'QB', 'QB', 'QB', '', '']"
18,Chad Henne,HennCh01,"['', 'QB', 'QB', '', 'qb', 'QB', '', '', '', '', '']"
32,Patrick Mahomes,MahoPa00,"['', 'QB', 'QB', '']"
50,Alex Smith,SmitAl03,"['qb', 'QB', 'qb', None, 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
55,Matthew Stafford,StafMa00,"['QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
33,Landry Jones,JoneLa02,"['', '', 'qb', 'qb', 'qb', '']"
42,Ben Roethlisberger,RoetBe00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '']"
18,Joe Flacco,FlacJo00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
6,Sam Bradford,BradSa00,"['QB', 'QB', 'QB', 'qb', '', 'QB', 'QB', '', '', '']"
7,Teddy Bridgewater,BridTe00,"['QB', 'QB', '', '', 'qb', '']"
31,Case Keenum,KeenCa00,"['', 'qb', '', '', 'qb', 'QB', 'QB', 'QB', 'QB', '']"
14,Austin Davis,DaviAu00,"['', 'QB', '', '', '']"
66,Russell Wilson,WilsRu00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
2,Derek Anderson,AndeDe00,"['qb', 'QB', 'QB', 'qb', 'QB', '', '', '', 'qb', '', 'qb', '', 'qb', '']"
40,Cam Newton,NewtCa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', '']"
9,Kellen Clemens,ClemKe00,"['', 'QB', '', 'qb', '', 'qb', '', 'QB', '', '', '', '', '']"
49,Philip Rivers,RivePh00,"['', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
45,Dak Prescott,PresDa01,"['QB', 'QB', 'QB', 'QB', '']"
41,Matt Ryan,RyanMa00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
12,Kirk Cousins,CousKi00,"['', 'qb', 'qb', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
43,Colt McCoy,McCoCo00,"['QB', 'QB', '', '', '', '', '', '', '', '']"
54,Terrelle Pryor,PryoTe00,"['', 'qb', 'QB', 'wr', 'WR', 'wr', '', 'wr', '']"
36,Taylor Heinicke,HeinTa00,"['', 'qb', '']"
64,Tom Savage,SavaTo00,"['', 'qb', 'qb', '']"
72,Deshaun Watson,WatsDe00,"['qb', 'QB', 'QB', '']"
77,T.J. Yates,YateT.00,"['qb', '', '', '', '', '', '', '']"
20,Ryan Fitzpatrick,FitzRy00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '', 'qb', 'QB', '']"
65,Jameis Winston,WinsJa00,"['QB', 'QB', 'QB', 'QB', 'QB', '']"
6,Matt Cassel,CassMa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'qb', '', 'qb', 'qb', 'qb', '', '']"
26,Marcus Mariota,MariMa01,"['QB', 'QB', 'QB', 'QB', 'qb', '']"
4,C.J. Beathard,BeatC.00,"['qb', 'qb', '']"
24,Jimmy Garoppolo,GaroJi00,"['', '', '', 'qb', '', 'QB', '']"
31,Brian Hoyer,HoyeBr00,"['', '', '', '', '', 'QB', 'QB', 'qb', '', '', '', '', '']"
30,Brett Hundley,HundBr00,"['', 'QB', '', '']"
56,Aaron Rodgers,RodgAa00,"['', '', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', '']"
49,Tyrod Taylor,TaylTy00,"['', '', '', '', 'QB', 'QB', 'QB', '', '', '']"
57,Joe Webb,WebbJo00,"['qb', 'wr', '', 'wr', '', '', '', '', '', '']"
7,Derek Carr,CarrDe02,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
34,EJ Manuel,ManuEJ00,"['QB', 'qb', 'qb', 'qb', 'qb', '']"
34,Josh McCown,McCoJo01,"['', 'qb', 'QB', 'qb', '', 'QB', '', '', 'qb', '', 'qb', 'QB', 'QB', 'qb', 'QB', 'qb', '', '']"
43,Bryce Petty,PettBr01,"['qb', 'qb', '']"
21,Blaine Gabbert,GabbBl00,"['QB', 'QB', '', '', 'qb', 'qb', 'qb', '', '']"
47,Carson Palmer,PalmCa00,"['QB', 'QB', 'QB', 'QB', '', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', 'QB', '']"
57,Drew Stanton,StanDr00,"['', 'qb', 'qb', '', 'QB', '', 'qb', 'qb', '']"
11,Andy Dalton,DaltAn00,"['QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
40,Brock Osweiler,OsweBr00,"['', '', '', 'qb', 'QB', 'qb', 'qb', '']"
51,Trevor Siemian,SiemTr00,"['', 'QB', 'QB', 'qb', '']"
11,Jay Cutler,CutlJa00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', '']"
40,Matt Moore,MoorMa01,"['qb', 'qb', 'qb', 'QB', '', '', '', '', 'qb', 'qb', 'qb', '']"
23,Mike Glennon,GlenMi00,"['QB', 'qb', '', 'qb', '', '', '']"
60,Mitchell Trubisky,TrubMi00,"['QB', 'QB', 'QB', '']"
7,Jacoby Brissett,BrisJa00,"['', 'QB', '', 'QB', '']"
60,Scott Tolzien,TolzSc00,"['', 'qb', '', '', 'qb', 'qb', '']"
40,Eli Manning,MannEl00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', '']"
64,Geno Smith,SmitGe00,"['QB', 'QB', '', 'qb', 'qb', '', '']"
26,Kevin Hogan,HogaKe00,"['', 'qb', '']"
31,Cody Kessler,KessCo00,"['QB', '', '', '']"
36,DeShone Kizer,KizeDe00,"['QB', '', '']"
