,Name,player_id,position
16,Todd Collins,CollTo00,"['qb', 'qb', 'QB', '', '', '', '', '', '', 'qb', '', 'qb', '']"
26,Trent Green,GreeTr00,"['', 'QB', None, 'qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', 'qb', '']"
18,Rich Gannon,GannRi00,"['', '', '', 'QB', 'QB', 'QB', '', None, '', '', 'qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', '', '']"
53,Marques Tuiasosopo,TuiaMa00,"['', '', 'qb', 'qb', '', '', '']"
3,Aaron Brooks,BrooAa00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
12,Jake Delhomme,DelhJa00,"['qb', '', 'QB', 'QB', 'QB', 'QB', 'qb', 'QB', 'QB', 'qb', '', '']"
12,Koy Detmer,DetmKo00,"['qb', 'qb', '', '', 'qb', '', 'qb', '', '', '']"
17,A.J. Feeley,FeelA.00,"['', 'qb', 'QB', '', '', '', '']"
24,Tim Hasselbeck,HassTi00,"['', 'qb', '', '', '']"
35,Donovan McNabb,McNaDo00,"['qb', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'qb', '']"
29,Doug Johnson,JohnDo00,"['qb', '', 'qb', 'QB', '', '']"
57,Michael Vick,VickMi00,"['', 'QB', '', 'QB', 'QB', 'QB', None, None, '', 'QB', 'QB', 'QB', 'qb', '', '', '']"
17,Brett Favre,FavrBr00,"['', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', 'QB', '']"
49,Doug Pederson,PedeDo00,"['', '', '', '', 'QB', 'qb', '', '', '', '', '']"
2,Steve Beuerlein,BeueSt00,"['qb', 'qb', None, 'qb', '', 'QB', 'qb', 'qb', 'qb', 'qb', 'QB', 'QB', 'QB', 'qb', 'qb', '']"
15,Brian Griese,GrieBr00,"['', 'QB', 'qb', 'fb/QB', 'QB', 'qb', 'QB', 'qb', '', 'qb', 'qb', '']"
30,Tommy Maddox,MaddTo00,"['', '', '', '', '', 'QB', 'QB', '', '', '']"
48,Kordell Stewart,StewKo00,"['qb', 'qb', 'QB', 'QB', 'fl/QB', 'qb', 'QB', 'qb', 'qb', '', '', '']"
